주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
IN-2025-78991,11/27/2025,11/29/2025,빠른 배송,JF-15355,권경문,소비자,진도군,전라남도,대한민국,OFF-BI-10003340,사무용품,바인더,"Acco Index Tab, Durable",곽승예,False,27356.4,3,0,6242.4
IN-2025-59650,11/3/2025,11/5/2025,특급 배송,AW-10930,류혜령,홈 오피스,동해시,강원도,대한민국,OFF-BI-10002853,사무용품,바인더,"Avery Binder Covers, Recycled",허진성,False,23317.2,2,0,10954.8
ID-2025-37768,3/22/2025,3/24/2025,특급 배송,SG-20890,민효신,기업 고객,중구,울산광역시,대한민국,TEC-PH-10002570,사무기기,전화기,"Samsung Headset, Full Size",원유선,False,265929.3,7,0.5,-180891.9
ID-2025-43403,7/17/2025,7/22/2025,표준 배송,JW-15955,신초롱,소비자,서구,대전광역시,대한민국,OFF-SU-10002543,사무용품,일반 사무용품,"Stiletto Scissors, Easy Grip",신한결,False,42462.09,3,0.45,-30151.71
ID-2025-43403,7/17/2025,7/22/2025,표준 배송,JW-15955,신초롱,소비자,서구,대전광역시,대한민국,OFF-LA-10002020,사무용품,라벨,"Novimex Color Coded Labels, 5000 Label Set",신한결,False,57491.28,8,0.45,-23047.92
IN-2025-67119,11/7/2025,11/10/2025,특급 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,OFF-BI-10001904,사무용품,바인더,"Cardinal Binder Covers, Durable",전소현,False,35113.5,3,0.15,13999.5
IN-2025-67119,11/7/2025,11/10/2025,특급 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,OFF-FA-10001375,사무용품,파스너,"Accos Clamps, 12 Pack",전소현,False,31657.23,3,0.45,-21311.37
ID-2025-29914,1/14/2025,1/19/2025,표준 배송,JS-16030,김서연,소비자,안양시,경기도,대한민국,OFF-FA-10001925,사무용품,파스너,"Advantus Staples, 12 Pack",전소현,False,11545.38,2,0.45,-4244.22
IN-2025-18252,1/10/2025,1/15/2025,표준 배송,AS-10225,윤소율,기업 고객,영월군,강원도,대한민국,OFF-LA-10001548,사무용품,라벨,"Avery Shipping Labels, Adjustable",허진성,False,49725,5,0,11934
IN-2025-21731,8/22/2025,8/24/2025,특급 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,FUR-BO-10001501,가구,책장,"Bush Classic Bookcase, Metal",전소현,False,1261148.4,3,0,542262.6
IN-2025-21731,8/22/2025,8/24/2025,특급 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",전소현,False,138556.8,8,0,28886.4
IN-2025-21731,8/22/2025,8/24/2025,특급 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,FUR-CH-10000994,가구,의자,"Harbour Creations Rocking Chair, Black",전소현,False,1032872.4,7,0,175429.8
IN-2025-56570,11/17/2025,11/23/2025,표준 배송,BM-11575,손주린,기업 고객,안산시,경기도,대한민국,OFF-AR-10000242,사무용품,필기구,"BIC Pencil Sharpener, Blue",전소현,False,88770.6,3,0,15973.2
IN-2025-41422,5/31/2025,6/2/2025,특급 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,TEC-AC-10001312,사무기기,악세사리,"Logitech Numeric Keypad, Erganomic",곽승예,False,135037.8,3,0,43146
IN-2025-41422,5/31/2025,6/2/2025,특급 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,OFF-FA-10002177,사무용품,파스너,"OIC Clamps, Metal",곽승예,False,40575.6,2,0,3243.6
IN-2025-41422,5/31/2025,6/2/2025,특급 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,OFF-ST-10002161,사무용품,수납용품,"Tenex Trays, Single Width",곽승예,False,331948.8,6,0,139352.4
IN-2025-41422,5/31/2025,6/2/2025,특급 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,FUR-CH-10003009,가구,의자,"Novimex Swivel Stool, Adjustable",곽승예,False,1021734,6,0,255387.6
IN-2025-61015,3/3/2025,3/7/2025,표준 배송,EA-14035,노혜미,기업 고객,양산시,경상남도,대한민국,OFF-BI-10000854,사무용품,바인더,"Acco Binder Covers, Economy",원유선,False,61138.8,5,0.1,3304.8
IN-2025-53532,1/30/2025,1/30/2025,당일 배송,TS-21205,손지원,기업 고객,진천군,충청북도,대한민국,OFF-BI-10003166,사무용품,바인더,"Cardinal Hole Reinforcements, Durable",신한결,False,20930.4,3,0,6885
IN-2025-68127,6/30/2025,7/4/2025,표준 배송,RH-19600,남상훈,소비자,종로구,서울특별시,대한민국,FUR-BO-10001668,가구,책장,"Ikea Floating Shelf Set, Pine",전소현,False,220655.988,2,0.37,-115638.012
IN-2025-58460,12/13/2025,12/19/2025,표준 배송,BT-11680,장재찬,소비자,동구,울산광역시,대한민국,OFF-AP-10000675,사무용품,가전,"Hamilton Beach Stove, White",원유선,True,3307737.6,6,0,429991.2
IN-2025-58460,12/13/2025,12/19/2025,표준 배송,BT-11680,장재찬,소비자,동구,울산광역시,대한민국,OFF-SU-10003473,사무용품,일반 사무용품,"Elite Trimmer, Steel",원유선,True,125674.2,3,0,50214.6
IN-2025-58460,12/13/2025,12/19/2025,표준 배송,BT-11680,장재찬,소비자,동구,울산광역시,대한민국,FUR-BO-10001598,가구,책장,"Bush Corner Shelving, Pine",원유선,True,1022774.4,8,0,460224
IN-2025-48359,6/9/2025,6/9/2025,당일 배송,PF-19165,노채아,소비자,강남구,서울특별시,대한민국,OFF-ST-10000752,사무용품,수납용품,"Fellowes File Cart, Wire Frame",전소현,False,333858.24,4,0.4,5459.04
IN-2025-78256,9/20/2025,9/23/2025,빠른 배송,EH-14125,민보미,홈 오피스,서구,대구광역시,대한민국,OFF-LA-10003435,사무용품,라벨,"Harbour Creations File Folder Labels, Laser Printer Compatible",원유선,False,16028.28,2,0.1,4400.28
ID-2025-75533,6/17/2025,6/22/2025,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,TEC-CO-10001410,사무기기,복사기,"Canon Personal Copier, High-Speed",원유선,False,388148.76,3,0.1,-30275.64
ID-2025-75533,6/17/2025,6/22/2025,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,OFF-ST-10003306,사무용품,수납용품,"Eldon File Cart, Single Width",원유선,False,471374.64,4,0.1,-110.16
ID-2025-75533,6/17/2025,6/22/2025,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,OFF-BI-10002329,사무용품,바인더,"Avery 3-Hole Punch, Durable",원유선,False,53923.32,2,0.1,23935.32
ID-2025-75533,6/17/2025,6/22/2025,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,FUR-CH-10002626,가구,의자,"Hon Steel Folding Chair, Adjustable",원유선,False,231088.14,3,0.1,100089.54
IN-2025-32637,12/25/2025,12/27/2025,빠른 배송,MO-17800,장미영,홈 오피스,남구,울산광역시,대한민국,FUR-CH-10001204,가구,의자,"Harbour Creations Steel Folding Chair, Red",원유선,False,89863.02,1,0.1,28938.42
IN-2025-48611,8/13/2025,8/18/2025,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,TEC-CO-10003951,사무기기,복사기,"HP Copy Machine, High-Speed",원유선,False,1242819,5,0,273411
IN-2025-48611,8/13/2025,8/18/2025,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,OFF-LA-10000471,사무용품,라벨,"Smead Shipping Labels, 5000 Label Set",원유선,False,85680,7,0,38556
IN-2025-48611,8/13/2025,8/18/2025,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,OFF-LA-10003396,사무용품,라벨,"Avery Color Coded Labels, Laser Printer Compatible",원유선,False,40667.4,3,0,8904.6
IN-2025-48611,8/13/2025,8/18/2025,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,OFF-SU-10000997,사무용품,일반 사무용품,"Fiskars Shears, Easy Grip",원유선,False,351716.4,7,0,73684.8
IN-2025-41891,3/7/2025,3/11/2025,표준 배송,TG-21310,남주석,소비자,여주시,경기도,대한민국,OFF-PA-10001818,사무용품,종이,"Green Bar Note Cards, Multicolor",전소현,False,173043,5,0,39780
ID-2025-79313,4/5/2025,4/10/2025,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,FUR-FU-10004730,가구,가구류,"Rubbermaid Light Bulb, Erganomic",원유선,False,26001.432,2,0.27,-8576.568
IN-2025-26953,10/24/2025,10/27/2025,특급 배송,JG-15115,진미혜,소비자,괴산군,충청북도,대한민국,OFF-AR-10001965,사무용품,필기구,"BIC Markers, Easy-Erase",신한결,False,163404,6,0,35802
IN-2025-44152,6/8/2025,6/11/2025,빠른 배송,GM-14695,이윤석,기업 고객,도봉구,서울특별시,대한민국,TEC-AC-10001312,사무기기,악세사리,"Logitech Numeric Keypad, Erganomic",전소현,False,90025.2,2,0,28764
IN-2025-44152,6/8/2025,6/11/2025,빠른 배송,GM-14695,이윤석,기업 고객,도봉구,서울특별시,대한민국,OFF-EN-10000904,사무용품,봉투,"Ames Mailers, with clear poly window",전소현,False,120533.4,3,0,26438.4
IN-2025-44152,6/8/2025,6/11/2025,빠른 배송,GM-14695,이윤석,기업 고객,도봉구,서울특별시,대한민국,OFF-LA-10003141,사무용품,라벨,"Hon Shipping Labels, Laser Printer Compatible",전소현,False,23194.8,2,0,11566.8
IN-2025-44152,6/8/2025,6/11/2025,빠른 배송,GM-14695,이윤석,기업 고객,도봉구,서울특별시,대한민국,OFF-AP-10003917,사무용품,가전,"KitchenAid Stove, Silver",전소현,False,1164636,2,0,489110.4
IN-2025-15543,11/15/2025,11/15/2025,당일 배송,LO-17170,손잔디,기업 고객,동작구,서울특별시,대한민국,OFF-AR-10001208,사무용품,필기구,"Binney & Smith Canvas, Water Color",전소현,False,166892.4,3,0,80049.6
IN-2025-61820,1/22/2025,1/28/2025,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,OFF-FA-10004910,사무용품,파스너,"Advantus Staples, Assorted Sizes",원유선,False,33904.8,4,0,2325.6
IN-2025-61820,1/22/2025,1/28/2025,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,OFF-AR-10003110,사무용품,필기구,"Sanford Sketch Pad, Water Color",원유선,False,99266.4,2,0,21787.2
IN-2025-71914,9/23/2025,9/30/2025,표준 배송,SC-20725,나호철,소비자,구로구,서울특별시,대한민국,OFF-FA-10000353,사무용품,파스너,"Accos Staples, Metal",전소현,False,45165.6,4,0,367.2
IN-2025-63647,8/4/2025,8/6/2025,특급 배송,EB-14170,서선엽,소비자,사하구,부산광역시,대한민국,OFF-PA-10002073,사무용품,종이,"Green Bar Parchment Paper, 8.5 x 11",원유선,False,63709.2,3,0,24786
IN-2025-62716,10/19/2025,10/24/2025,표준 배송,RP-19270,장주연,기업 고객,남구,대구광역시,대한민국,OFF-AR-10002747,사무용품,필기구,"Boston Canvas, Fluorescent",원유선,False,111996,2,0,44798.4
IN-2025-56801,5/8/2025,5/10/2025,특급 배송,SC-20800,손슬현,소비자,아산시,충청남도,대한민국,FUR-FU-10001351,가구,가구류,"Rubbermaid Photo Frame, Black",신한결,False,95013,2,0.1,6334.2
ID-2025-58600,11/20/2025,11/24/2025,표준 배송,ZC-21910,이유영,소비자,부산진구,부산광역시,대한민국,TEC-PH-10001884,사무기기,전화기,"Nokia Office Telephone, Full Size",원유선,False,365841.36,6,0.1,-24492.24
ID-2025-58600,11/20/2025,11/24/2025,표준 배송,ZC-21910,이유영,소비자,부산진구,부산광역시,대한민국,OFF-ST-10001638,사무용품,수납용품,"Tenex File Cart, Single Width",원유선,False,494287.92,4,0.1,104321.52
IN-2025-18777,9/4/2025,9/8/2025,표준 배송,MZ-17515,손예준,기업 고객,합천군,경상남도,대한민국,OFF-BI-10003025,사무용품,바인더,"Cardinal Binding Machine, Durable",원유선,False,104590.8,2,0,18788.4
ID-2025-69303,12/30/2025,1/3/2026,표준 배송,GM-14680,남채리,소비자,옹진군,인천광역시,대한민국,OFF-PA-10003731,사무용품,종이,"Enermax Note Cards, Premium",전소현,False,50338.53,3,0.45,-4649.67
ID-2025-69303,12/30/2025,1/3/2026,표준 배송,GM-14680,남채리,소비자,옹진군,인천광역시,대한민국,FUR-CH-10003692,가구,의자,"SAFCO Swivel Stool, Set of Two",전소현,False,260390.7,2,0.25,-48608.1
ID-2025-69303,12/30/2025,1/3/2026,표준 배송,GM-14680,남채리,소비자,옹진군,인천광역시,대한민국,TEC-CO-10001726,사무기기,복사기,"HP Fax and Copier, High-Speed",전소현,False,340298.01,3,0.35,-57654.99
IN-2025-55478,5/13/2025,5/13/2025,당일 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,OFF-EN-10004526,사무용품,봉투,"GlobeWeis Mailers, Recycled",원유선,False,68574.6,2,0.1,26652.6
IN-2025-55478,5/13/2025,5/13/2025,당일 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,OFF-AR-10003684,사무용품,필기구,"BIC Sketch Pad, Fluorescent",원유선,False,45826.56,1,0.1,13237.56
IN-2025-55478,5/13/2025,5/13/2025,당일 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,OFF-BI-10003142,사무용품,바인더,"Acco Binder Covers, Clear",원유선,False,23464.08,2,0.1,-2607.12
IN-2025-55478,5/13/2025,5/13/2025,당일 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,OFF-EN-10002140,사무용품,봉투,"Jiffy Business Envelopes, Recycled",원유선,False,33708.96,2,0.1,8188.56
IN-2025-33666,6/4/2025,6/8/2025,표준 배송,KD-16495,민주상,기업 고객,과천시,경기도,대한민국,OFF-BI-10003309,사무용품,바인더,"Wilson Jones Binder Covers, Clear",전소현,False,54315,5,0,13464
IN-2025-33666,6/4/2025,6/8/2025,표준 배송,KD-16495,민주상,기업 고객,과천시,경기도,대한민국,OFF-EN-10003508,사무용품,봉투,"GlobeWeis Peel and Seal, with clear poly window",전소현,False,25428.6,1,0,11934
IN-2025-33666,6/4/2025,6/8/2025,표준 배송,KD-16495,민주상,기업 고객,과천시,경기도,대한민국,TEC-PH-10004509,사무기기,전화기,"Nokia Audio Dock, Cordless",전소현,False,1383854.4,8,0,442598.4
ID-2025-41737,5/10/2025,5/16/2025,표준 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,FUR-TA-10002860,가구,탁자,"Hon Training Table, with Bottom Storage",곽승예,False,67870.8,1,0.8,-128979
ID-2025-41737,5/10/2025,5/16/2025,표준 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,FUR-FU-10002525,가구,가구류,"Deflect-O Door Stop, Erganomic",곽승예,False,104211.36,3,0.2,35085.96
ID-2025-60854,10/16/2025,10/22/2025,표준 배송,AF-10885,고혜정,소비자,서귀포시,제주특별자치도,대한민국,FUR-CH-10001203,가구,의자,"Novimex Steel Folding Chair, Set of Two",곽승예,False,566134.272,9,0.27,-178547.328
IN-2025-79866,9/2/2025,9/7/2025,표준 배송,DB-13555,강창현,기업 고객,동구,대전광역시,대한민국,FUR-CH-10000974,가구,의자,"Harbour Creations Executive Leather Armchair, Black",신한결,False,869547.96,2,0.1,193226.76
IN-2025-79866,9/2/2025,9/7/2025,표준 배송,DB-13555,강창현,기업 고객,동구,대전광역시,대한민국,OFF-PA-10004573,사무용품,종이,"Enermax Memo Slips, Premium",신한결,False,14375.88,1,0.1,3665.88
IN-2025-35731,12/26/2025,12/26/2025,당일 배송,Dl-13600,홍희윤,기업 고객,화성시,경기도,대한민국,OFF-ST-10004847,사무용품,수납용품,"Tenex File Cart, Blue",전소현,False,135864,1,0,62485.2
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-FA-10004527,사무용품,파스너,"Advantus Thumb Tacks, Bulk Pack",신한결,False,27723.6,2,0,4957.2
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-SU-10004766,사무용품,일반 사무용품,"Kleencut Shears, Easy Grip",신한결,False,98715.6,2,0,45349.2
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-SU-10000207,사무용품,일반 사무용품,"Kleencut Box Cutter, High Speed",신한결,False,106029,3,0,25428.6
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,TEC-CO-10002658,사무기기,복사기,"Hewlett Ink, Laser",신한결,False,606614.4,4,0,297187.2
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-FA-10004298,사무용품,파스너,"Stockwell Staples, Bulk Pack",신한결,False,22032,2,0,8139.6
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-FA-10003838,사무용품,파스너,"Stockwell Rubber Bands, Assorted Sizes",신한결,False,55447.2,4,0,9914.4
IN-2025-35157,11/21/2025,11/23/2025,빠른 배송,NF-18385,강진원,소비자,세종특별자치시,세종특별자치시,대한민국,OFF-AP-10003497,사무용품,가전,"KitchenAid Microwave, Red",신한결,False,1266105.6,4,0,443088
ID-2025-64025,9/5/2025,9/11/2025,표준 배송,AG-10900,양승호,소비자,성동구,서울특별시,대한민국,FUR-CH-10004065,가구,의자,"SAFCO Bag Chairs, Adjustable",전소현,False,119179.35,3,0.25,-14389.65
IN-2025-73041,8/12/2025,8/16/2025,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,OFF-SU-10003789,사무용품,일반 사무용품,"Fiskars Box Cutter, Steel",전소현,False,71236.8,2,0,28458
ID-2025-68183,12/29/2025,12/31/2025,특급 배송,AH-10075,차정혁,기업 고객,동구,부산광역시,대한민국,OFF-AP-10003032,사무용품,가전,"Hoover Stove, Red",원유선,False,1565566.38,3,0.1,-104459.22
IN-2025-33792,7/18/2025,7/25/2025,표준 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,OFF-FA-10003437,사무용품,파스너,"Accos Clamps, Bulk Pack",전소현,False,59302.8,3,0,15973.2
IN-2025-33792,7/18/2025,7/25/2025,표준 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,FUR-FU-10004064,가구,가구류,"Rubbermaid Door Stop, Erganomic",전소현,False,43268.4,1,0,20318.4
IN-2025-18560,8/11/2025,8/15/2025,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,OFF-BI-10003784,사무용품,바인더,"Ibico Index Tab, Economy",신한결,False,38225.52,4,0.1,15214.32
IN-2025-18560,8/11/2025,8/15/2025,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,OFF-LA-10000271,사무용품,라벨,"Harbour Creations Shipping Labels, Alphabetical",신한결,False,31065.12,3,0.1,12705.12
